iter	Logloss
938	0.04067630278
939	0.04063616892
940	0.04056074716
941	0.04052082966
942	0.04048098678
943	0.0404060974
944	0.04033146437
945	0.04029197461
946	0.04025255831
947	0.04017844968
948	0.04013924422
949	0.04010011146
950	0.0400610512
951	0.04002206325
952	0.03994873889
953	0.03990995851
954	0.03987124968
955	0.03983261222
956	0.03979404594
957	0.03972149391
958	0.03964918691
959	0.03957712374
960	0.03950530324
961	0.0394673375
962	0.03942944115
963	0.039391614
964	0.03932041657
965	0.03924945765
966	0.03921195838
967	0.03914136215
968	0.03910405919
969	0.03906682386
970	0.03902965599
971	0.0389925554
972	0.03892269042
973	0.03885305761
974	0.03881627594
975	0.03877956053
976	0.03874291123
977	0.03870632785
978	0.03866981022
979	0.03863335817
980	0.03856468331
981	0.03852841975
982	0.03849222111
983	0.03845608721
984	0.0384200179
985	0.038384013
986	0.03834807235
987	0.03831219578
988	0.03827638313
989	0.03824063423
990	0.03817325054
991	0.03810608734
992	0.03807064087
993	0.03800381282
994	0.03793720265
995	0.03790205495
996	0.03783577598
997	0.03780080716
998	0.03773485701
999	0.03766912068
